Done By,Document Name,Document Date,Document Type,Document Source,Document Location,Street Address,City,Province,Postal Code,Price,Listing ID,Property Type,Building Type,Storeys,Community Name,Title,Land Size Length,Land Size Length Unit,Land Size Width,Land Size Width Unit,Parking Type,Description,Amenities Nearby,Features,Parking Type,Total Parking Spaces,Basement Features,Basement Type,Bathrooms,Bedrooms Above Grade,Bedrooms Below Grade,Cooling,Exterior Finish,Heating Fuel,Heating Type,Style,Room Level,Room Type,Room Length,Room Length Unit,Room Width,Room Width Unit,Walk Score,Dependence,Realtor Name,Realtor Phone Number,Real Estate Company,Real Estate Address,Real Estate City,Real Estate Province,Real Estate Postal Code,Real Estate Phone Number,Real Estae Fax Number
Robin Wilke,F1422736,6/1/2015,PDF,http://www.realtor.ca/propertyDetails.aspx?PropertyId=14891728,,29360 TOWNSHIPLINE RD,Abbotsford,BC,V4X1S1,"$6,980,000.00",F1422736,Single Family,House,2,,Freehold,39.5,Acres,,,Garage,"Exquisite gated equestrian facility set on 39.5 acres. The property consists of coach house above 4 bay garage, 10 stall barn, 100x185 ft. indoor riding arena, 3 bay equipment shop w/office suite & recreation area adjoin the barn by porte cochere brimming with amenities & custom details, all completed in late 2012. Multiple lush pastures & 1 mile of dry, scenic trails. Manufactured home on the property as well (2011). Spectacular view site at the crest of the property to build your custom home. An ideal opportunity w/state-of-the-art facilities for your equine business or covet entirely for yourselves! Convenient to Hwy1. Abbotsford Airport & Canada/USA Border. Approx. 60 min to downtown Vancouver.
",,"Private setting, Treed",Garage,,,None,2,3 total,,Central air conditioning,,,,Detached,,,,,,,0,Car-Dependent,Nancy Rondeau,604-385-1840,Sotheby's Int'l Realty Canada,"#101, 12761 - 16 Avenue",Surrey,BC,V4A1N2,604-385-1840,604-385-1841
Robin Wilke,F1426476,6/1/2015,PDF,http://www.realtor.ca/propertyDetails.aspx?PropertyId=15060584,,30709 NORTH BURGESS AV,Abbotsford,BC,V4X2A6,"$8,488,000.00",F1426476,Single Family,House,3,,Freehold,74745.3874,m2,,,Open,"Mountain View Country Estate like none other in the Valley. This exquisite property is the complete package for the discerning Buyer who wants everything. The home has had a major addition/renovation with only the finest materials and features money can buy. It boasts over 15,000 sqft of living space not including the Indoor Hockey Rink, as well as Indoor Pool and outdoor Waterfall Pool. Deluxe Hip Roof Barn with 4 large birthing stalls, riding ring, paddock & massive studio above. Separate Guest House, covered parking for up to 10 cars or convert the Rink to 5000 sqft Garage. 200 Kilowatt Generator, air conditioning, air exchangers & radiant heat. Spectacular Great Room and many sundecks and patios. Complete privacy nestled behind lush vegetation & hedges with 2 Gates & thousands of feet of paved driveways with glorious Mountain Views. This home is the epitome of luxury and design with far too many features to list. View video and more photos.
",,Private setting,Open,,,Full (Finished),8,6 total,,Central air conditioning,,,,Detached,,,,,,,7,Car-Dependent,Paul Quinn,604-541-4888,RE/MAX Colonial Pacific Realty,15414 - 24 Ave,White Rock,BC,V4A2J3,604-541-4888,604-531-6800
Robin Wilke,F1428720,6/2/2015,PDF,http://www.realtor.ca/Residential/Single-Family/15168943/1321-131ST-ST-Surrey-British-...,,1321 131st St,Surrey,BC,V4A4A5,"$4,500,000.00",F1428720,Single Family,House,3,,Freehold,8035,sq ft,,,Garage,"Experience True Exhilaration as the Sunrise Silhouettes Mt. Baker and rises over the Ocean to the sound of Beethoven's ""Ode To Joy"" or Cat Stevens' ""Morning Has Broken"". Abundant Natural Light facilitated by Floor-To-Ceiling Windows and Vaulted Ceilings that beckon Glorious Views and invite Tranquility. What a Way to Welcome Every Day! 1394 sq ft of covered decks & patios. Top Quality Viessmann Boiler provides Radiant Hot-Water Heat in 24"" X 24"" Polished Porcelain Tile that gleams throughout the home. Cook in your Wok kitchen. Laundry facilities on all three floors. Bright, walk-out basement suite has 10' ceilings and views. Lovingly landscaped with tranquil water feature. You won't want to leave this 21st Century Castle!
",,Private setting,Garage,,,Unknown (Finished),6,5 total,,,,,,Detached,,,,,,,41,Car-Dependent,"Brad Lambert
Linda Wei","604-538-2125
604-538-8888","Royal LePage Northstar
Sutton Group-West Coast Realty","#118, 15272 Croydon Drive S.
15595 - 24 Avenue","Surrey
White Rock","BC
BC","V3Z0Z5
V4A2J4","604-538-2125
604-538-8888","604-538-8633
604-538-0237"
Robin Wilke,F1429622,6/1/2015,PDF,http://www.realtor.ca/propertyDetails.aspx?PropertyId=15217748,,2189 123Rd St,Surrey,BC,V4A3L6,"$8,558,000.00",F1429622,Single Family,House,2,,Freehold,44817,sq ft,,,Garage,"This magnificent property is now being aired on Dream Homes Canada and was also Mayor Channings mansion on the TV show Psych. A masterpiece of design and workmanship that has everything that you are looking for. It has an elegant, sophisticated feel without being garish and with over 10,000 sq ft of living area masterfully placed on this one acre ocean view lot it is sure not to disappoint. The property is 100% private, gated and located at the end of one of the quietest streets in the area. Enjoy the lush gardens in the front yard and endless ocean and gulf island views in your back yard. With your own indoor/outdoor pool & Jacuzzi, indoor gym, state of the art theatre and games room who needs to leave the house.
",,Cul-de-sac,Garage,,,None,6,4,0,,,,,Detached,,,,,,,16,Car-Dependent,Robert Doolan,604-767-3243,Hugh & McKinnon Realty Ltd,14007 North Bluff Rd,White Rock,BC,V4A1P9,604-531-1909,604-531-4624
Robin Wilke,F1430137,6/2/2015,PDF,http://www.realtor.ca/Residential/Single-Family/15245428/447-232ND-ST-Langley-British...,,447 232nd St,Langley,BC,V2Z2W2,"$4,499,000.00",F1430137,Single Family,House,2,,Freehold,696524,sq ft,,,Open,"15.99AC SOUTH LANGLEY EQUESTRIAN ESTATE PROPERTY WITH TWO STUNNING HOMES - INDOOR AND OUTDOOR RIDING ARENAS*BARN*ENCLOSED HOT TUB AND POOL*EQUIPMENT AND FARM STORAGE PLUS CARETAKER ACC AND SO MUCH MORE.6,000sqft 2 storey main house, great rm concept with high ceilings,gourmet kitch,flr to ceiling river rock f/p,covered BBQ area with seating can accom any size gathering.3 bdrms up with ensuites,games rm and nanny quarters above garage.3,400sqft 3bdrm luxurious custom log home with hand picked picked logs,finished on three levels with stunning reclaimed barn wood cabinets and flr to ceiling rock f/p looking out to slate patio overlooking the pond with waterfall and outdoor BBQ area with full s/s kitchen.Immaculate and well drained.
",Recreation,Private setting,Open,,,None,5,3,,Central air conditioning,,,,Detached,,,,,,,1,Car-Dependent,Nick Costantino,604-857-1100,RE/MAX Aldercenter Realty,26641 Fraser Highway,Aldergrove,BC,V4W3L1,604-857-1100,604-857-1700
Robin Wilke,F1430272,6/2/2015,PDF,http://www.realtor.ca/Residential/Single-Family/15233138/18638-74TH-AV-Surrey-British...,,18638 74th Ave,Surrey,BC,V4N6C2,"$4,200,000.00",F1430272,Single Family,House,2,,Freehold,4.78,Acres,,,Open,"Developers and Investors - this 4.785 acre property is well situated with regards to future schools, parks, recreation and is a key parcel in the exciting new Phase 1 future development area in Surrey known as West Clayton. Not many parcels have this size in Phase 1. Invest in piece of the future in West Clayton and one of Canada's fastest growing areas. Custom 5 bedroom house of over 3500 sqft in size and triple garage behind the house. Many fine mature trees and shrubs on this attractive acreage.",,,Open,,,Full (Finished),3,5 total,,,,,,Detached,,,,,,,19,Car-Dependent,Stephen Mullock,604-792-0077,Royal Lepage Wheeler Cheam,#8 - 8337 Young Rd,Chilliwack,BC,V2P4N8,604-792-0077,604-792-1985
Robin Wilke,F1433307,6/1/2015,PDF,http://www.realtor.ca/propertyDetails.aspx?PropertyId=15347670,,2560 132nd St,Surrey,BC,V4P1X5,"$6,900,000.00",F1433307,Single Family,House,3,,Freehold,90391,sq ft,,,Garage,"Elgin's most Private Palatial Estate Property a rare offering of 2.07 Acres. This Magnificent Residence custom built by Blair Gunn of Gallery Homes & beautifully designed by Bob Ferguson. This family home offers approximately 10,000 sq ft of luxurious living on three spacious levels, including a separate self contained 1,900 sq ft guest house adjacent to main. Main floor: formal living room & dining area features rich American wide plank h/w walnut floors & travertine limestone in the kitchen & foyer. Four handcrafted fireplaces & an entertainment size walk-out heated timber, archway framed terrace with built-in granite counters & kitchen. Gorgeous outdoor concrete salt water pool w/ Jacuzzi & cabana. Feng Shui Certified Home.
","Recreation, Shopping",,Garage,,,Full (Finished),8,4 total,,,,,,Detached,,,,,,,18,Car-Dependent,Beebe Cline,604-531-1909,Hugh & McKinnon Realty Ltd.,14007 North Bluff Road,White Rock,BC,V4A1P9,604-531-1909,604-531-4624
Robin Wilke,F1433545,6/1/2015,PDF,http://www.realtor.ca/propertyDetails.aspx?PropertyId=15355574,,19870 3B Ave,Langley,BC,V2Z0A2,"$6,988,800.00",F1433545,Single Family,House,3,,Freehold,87120,sq ft,,,Garage,"Drive through the gates into the European inspired courtyard providing the ultimate in privacy and luxury. The estate is comprised of a magnificent 13,289 sqft, 8 bed, 11 bath main home with barn, pasture and paddock backing onto 11 km of riding and walking trails in High Point. The large gourmet kitchen with professional grade appliances opens to the sun drenched great room. The master bedroom has its own separate wing with a fabulous spa featured ensuite. Enjoy entertaining in the spacious media room with state of the art equipment, bar area, plus a 107"" screen. Fabulous wine room, private gym, imported Italian marble, boutique hotel inspired bathrooms, geo thermal heating, and covered sports court. This truly is an amazing home. To view pictures and floor plan click on the realtor's view to the right. * PREC - Personal Real Estate Corporation
",Recreation,"Cul-de-sac, Private setting",Garage,,,Full (Finished),8,8 total,,Central air conditioning,,,,Detached,,,,,,,2,Car-Dependent,"Glenn Dennis
Wen Ning Cai","604-541-4888
604-541-4888",RE/MAX Colonial Pacific Realty,15414 - 24 Avenue,White Rock,BC,V4A2J3,604-541-4888,604-531-6800
Robin Wilke,F1433697,6/2/2015,PDF,http://www.realtor.ca/Residential/Single-Family/15363588/25125-72-AV-Langley-British-...,,25125 72 Ave,Langley,BC,V4W1J1,"$4,495,000.00",F1433697,Single Family,House,2,,Freehold,5505984,sq ft,,,Garage,"Spectacular 126 Acre Retreat literally within a couple of blocks of incredible Thunderbird Grand Prix Facility! Beautiful rolling property with cleared areas, creeks, 2 road frontages & backs onto Ponder Park. Remodelled 5Bdrm Character home Plus a Deluxe 600sqft Cottage w/loft, A/C & heat pump Plus 2 quaint (dry) cabins Plus a Fully developed RV Site surrounding a picturesque pond. Property has been approved by the ALR to be subdivided into 2 lots. Very high rent during Grand Prix Season. There is also a large existing Barn, several acres in Blueberries & numerous Fruit Trees. So many possibilities here-Equestrian, Agro Tourism, Exec. Family Estate, Subdivide & more. Easy F/way access too. Once in a Lifetime Opportunity! * PREC - Personal Real Estate Corporation
",,Private setting,Garage,,,Full,3,5 total,,,,,,Detached,,,,,,,0,Car-Dependent,Gary Hooge,604-533-3491,RE/MAX Treeland Realty,"#101, 6337 - 198 Street",Langley,BC,V2Y2E3,604-533-3491,604-533-0202
Robin Wilke,F1434302,6/1/2015,PDF,http://www.realtor.ca/propertyDetails.aspx?PropertyId=15397512,,2683 Cresent Dr,Surrey,BC,V4A3J9,"$6,688,000.00",F1434302,Single Family,House,3,,Freehold,32081,sq ft,,,Garage,"Rarely does a truly magnificent home such as this become available. This custom built ultra-luxurious residence with ocean and mountain views is comprised of over 10000 sqft of magnificent living space, including 5 bds and 8 bths. The large gourmet kitchen flows into the open-to-ceiling family room with incredible millwork and fine details. Master on the main with a gorgeous ensuite and dressing room. Marvel at the additional 3 bedrooms on the upper level, formal living/dining rooms, 2 offices, state-of-art media room, games room, guest suite, gym, sauna/steam room and wine cellar. Situated on landscaped 0.75 acres this home features a sparkling pool, outdoor fireplace and extensive patios for entertaining. A true MASTERPIECE! To view pictures and floor plan click on the realtor's view to the right. *PREC - Personal Real Estate Corporation
",Recreation,Private setting,Garage,,,Full (Finished),8,5 total,,,,,,Detached,,,,,,,40,Car-Dependent,"Glenn Dennis
Wen Ning Cai",604-541-4888,RE/MAX Colonial Pacific Realty,15414 - 24 Avenue,White Rock,BC,V4A2J3,604-541-4888,604-531-6800
Robin Wilke,F1436762,6/2/2015,PDF,http://www.realtor.ca/Residential/Single-Family/15485864/464-200TH-ST-Langley-British-...,,464 200th St,Langley,BC,N0N0N0,"$4,337,000.00",F1436762,Single Family,House,3,,Freehold,4.35,Acres,,,Other,"New custom home being built on 4.35 acres in High Point Equestrian Estates. Imagine coming home to your own country estate. Constructed by Seiba Properties, builder of the 2013 BC Childrens Lottery, this 7 bdrm, 6 bathrm home has an innovative plan that has a modern feel with oversized rooms, voluminous ceilings and useful multifunction spaces. The main level master bedroom is bright and sunny with french doors leading to your private deck. The gourmet kitchen offers professional grade appliances and large island with eating bar, which leads to your dining & living rooms ideal for entertaining. The lower level includes a large 1 bdrm suite, gym with sauna & change room, large rec room, bedroom & storage.
",,,Other,,,Full (Finished),6,7 total,,,,,,Detached,,,,,,,10,Car-Dependent,"Todd Antifaev
Jon Moss","604-531-1111
604-531-1111",HomeLife Benchmark Rlty.(W.R.),"#1, 1920 - 152 Street",White Rock,BC,V4A4N6,604-531-1111,604-531-8114
Robin Wilke,F1437417,6/2/2015,PDF,http://www.realtor.ca/Residential/Single-Family/15529352/12854---12858-13TH-AV-Surre...,,12854 - 12858 13TH AV,Surrey,BC,V4A1B4,"$4,500,000.00",F1437417,Single Family,House,4,,Freehold,10724,sq ft,,,Garage,"ONE OF THE BEST OCEAN VIEW HOMES ON THE PENINSULA...this stunning Ocean Front property is one of a kind...unobstructed OCEAN VIEWS from each level of the home. 10724 sq ft prime property (2 separate lots included). 4 bedroom/5bath 4260 sqft significantly renovated home including: newer kitchen, high end appliances, fresh interior paint throughout, temp. control wine cellar......Master suite with SPECTACULAR OCEAN VIEWS.... 889 sq ft of decks to take advantage of the outstanding views/while entertaining family/friends...watch the whales from your deck and the eagles soar above you.
",,,Garage,,,Full,5,4 total,,,,,,Detached,,,,,,,60,Somewhat Walkable,"Louise McKnight
Leslie Zhao",604-531-4000,Bay Realty Ltd,"#246, 1959 - 152 Street",Surrey,BC,V4A9E3,604-531-4000,604-531-7201
Robin Wilke,F1439155,6/1/2015,PDF,http://www.realtor.ca/propertyDetails.aspx?PropertyId=15590485,,13805 27 Ave,Surrey,BC,V4P1T2,"$7,888,000.00",F1439155,Single Family,House,3,,Freehold,4370.6031,m2,,,Garage,"Rarely does a magnificent home such as this become available. Built without compromise on one of South Surrey's premier streets this 8 bed, 8 bath, 8521 sqft estate home reflects only the very best. The open gourmet kitchen is accompanied by the 2nd Chefs kitchen complete with professional grade appls leading to the wonderful family room. Marvel at the state of the art media room, spacious games room, private guest suite, and gym. Situated on a 47044 sqft fully landscaped property this home features an amazing swimming pool, hot tub, outdoor kitchen, and numerous patios and decks for entertaining. Smart home system, generator, & 5 car garage complement this stunning property. A short walk to Chantrell Creek and Elgin Park schools. To view pictures and floor plan click on the realtor's view to the right. * PREC - Personal Real Estate Corporation
",Recreation,Private setting,Garage,,,Unknown (Finished),8,8 total,,Central air conditioning,,,,Detached,,,,,,,12,Car-Dependent,"Glenn Dennis
Wen Ning Cai",604-541-4888,RE/MAX Colonial Pacific Realty,15414 - 24 Avenue,White Rock,BC,V4A2J3,604-541-4888,604-531-6800
